cep,bairro,latitude,longitude,origem_coord,cod_territ,cre,n_inscricoes
23036382,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,5
23036385,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,4
23036386,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,5
23036400,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,5
23036430,Campo Grande,-22.939831,-43.577833,prefixo5,9.20,9,3
23036434,Campo Grande,-22.939831,-43.577833,prefixo5,9.20,9,3
23036436,Campo Grande,-22.939831,-43.577833,prefixo5,9.20,9,5
23036440,Campo Grande,-22.939831,-43.577833,prefixo5,9.20,9,64
23036450,Campo Grande,-22.939831,-43.577833,prefixo5,9.20,9,3
23036460,Campo Grande,-22.939831,-43.577833,prefixo5,9.20,9,12
23036470,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,5
23036480,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,13
23036500,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,44
23036505,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,5
23036507,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,16
23036510,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,2
23036520,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,31
23036560,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,28
23036580,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,27
23036600,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,37
23036603,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,21
23036605,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,44
23036607,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,16
23036610,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,134
23036668,Guaratiba,-22.939831,-43.577833,prefixo5,9.20,9,6
23036800,Campo Grande,-22.939831,-43.577833,prefixo5,9.20,9,1
23038150,Inhoaíba,-22.914878,-43.581791,prefixo3,9.21,9,1
23040000,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,3
23040005,Campo Grande,-22.919549,-43.547125,cep_exato,9.17,9,9
23040010,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,23
23040020,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,4
23040030,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,10
23040040,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,8
23040045,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,12
23040050,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,44
23040055,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,12
23040070,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,11
23040071,Inhoaíba,-22.928619,-43.550247,prefixo5,9.17,9,1
23040080,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,15
23040090,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040100,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,11
23040120,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,29
23040125,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,7
23040130,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,2
23040150,Campo Grande,-22.950440,-43.567090,cep_exato,10.28,10,786
23040151,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,20
23040152,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,9
23040160,Campo Grande,-22.930734,-43.548726,cep_exato,9.17,9,240
23040170,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,11
23040180,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,28
23040200,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,13
23040220,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,39
23040250,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,43
23040252,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,31
23040254,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,2
23040256,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040258,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,11
23040270,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,64
23040275,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,3
23040276,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,162
23040280,Santa Cruz,-22.928619,-43.550247,prefixo5,9.17,9,3
23040285,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,27
23040290,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,22
23040300,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,69
23040303,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,2
23040305,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040309,Guaratiba,-22.928619,-43.550247,prefixo5,9.17,9,15
23040310,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,69
23040312,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,17
23040320,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,11
23040322,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,4
23040324,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,16
23040340,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,67
23040370,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,3
23040380,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,15
23040400,Guaratiba,-22.928619,-43.550247,prefixo5,9.17,9,344
23040402,Guaratiba,-22.928619,-43.550247,prefixo5,9.17,9,2
23040404,Guaratiba,-22.928619,-43.550247,prefixo5,9.17,9,12
23040405,Guaratiba,-22.928619,-43.550247,prefixo5,9.17,9,28
23040410,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,123
23040418,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,8
23040430,Guaratiba,-22.928619,-43.550247,prefixo5,9.17,9,18
23040440,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,11
23040460,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,5
23040470,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,7
23040480,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,6
23040485,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,14
23040490,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,2
23040500,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,5
23040510,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,3
23040520,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,6
23040530,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040544,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040550,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,389
23040560,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,17
23040570,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,27
23040573,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,40
23040580,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,10
23040585,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,6
23040590,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,4
23040600,Campo Grande,-22.922822,-43.541170,cep_exato,9.17,9,12
23040610,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,7
23040620,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,13
23040630,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,16
23040640,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,193
23040650,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,93
23040652,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,4
23040654,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,2
23040661,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,4
23040662,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040663,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,13
23040664,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,5
23040666,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,6
23040667,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,6
23040668,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,18
23040670,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,6
23040680,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,18
23040690,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,13
23040700,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040704,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040706,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,11
23040708,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,11
23040710,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,16
23040719,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040780,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,83
23040990,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23040991,Campo Grande,-22.928619,-43.550247,prefixo5,9.17,9,1
23041370,Guaratiba,-22.914878,-43.581791,prefixo3,9.21,9,1
23041500,Campo Grande,-22.914878,-43.581791,prefixo3,9.21,9,1
23042000,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,9
23042010,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,5
23042020,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,6
23042040,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,3
23042060,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,1
23042080,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,53
23042090,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,3
23042100,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,62
23042110,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,66
23042120,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,6
23042123,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,4
23042125,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,13
23042130,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,41
23042135,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,14
23042140,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,5
23042170,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,9
23042180,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,1
23042183,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,62
23042189,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,9
23042190,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,41
23042192,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,11
23042193,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,6
23042194,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,13
23042195,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,13
23042197,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,16
23042198,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,72
23042199,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,28
23042200,Campo Grande,-22.919907,-43.555444,cep_exato,9.19,9,62
23042202,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,5
23042203,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,21
23042204,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,10
23042205,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,37
23042207,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,5
23042209,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,8
23042210,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,17
23042211,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,7
23042212,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,22
23042214,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,3
23042215,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,3
23042216,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,2
23042217,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,2
23042218,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,1
23042219,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,1
23042220,Campo Grane,-22.928816,-43.558573,prefixo5,9.20,9,4
23042222,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,6
23042270,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,4
23042300,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,18
23042330,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,155
23042340,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,21
23042354,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,2
23042360,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,15
23042370,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,40
23042385,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,13
23042390,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,2
23042400,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,15
23042410,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,121
23042415,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,11
23042420,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,52
23042430,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,29
23042440,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,35
23042450,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,15
23042460,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,61
23042470,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,33
23042480,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,15
23042490,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,2
23042500,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,916
23042510,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,37
23042520,Campo Grande,-22.933271,-43.560137,cep_exato,9.20,9,43
23042530,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,74
23042534,Santa Cruz,-22.928816,-43.558573,prefixo5,9.20,9,1
23042540,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,182
23042542,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,1
23042544,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,5
23042545,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,25
23042547,Guaratiba,-22.928816,-43.558573,prefixo5,9.20,9,4
23042548,Guaratiba,-22.928816,-43.558573,prefixo5,9.20,9,14
23042550,Guaratiba,-22.928816,-43.558573,prefixo5,9.20,9,19
23042551,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,1
23042554,Guaratiba,-22.928816,-43.558573,prefixo5,9.20,9,2
23042560,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,8
23042565,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,46
23042567,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,2
23042570,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,27
23042590,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,26
23042600,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,9
23042610,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,4
23042620,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,2
23042640,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,1
23042650,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,5
23042660,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,34
23042680,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,17
23042690,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,2
23042710,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,11
23042800,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,9
23042810,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,7
23042991,Campo Grande,-22.928816,-43.558573,prefixo5,9.20,9,8
23043500,Campo Grande,-22.914878,-43.581791,prefixo3,9.21,9,1
23044537,Campo Grande,-22.914878,-43.581791,prefixo3,9.21,9,2
23045000,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,71
23045010,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,25
23045015,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,11
23045030,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,32
23045040,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,37
23045045,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,1
23045055,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,20
23045060,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,10
23045065,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,2
23045070,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,1
23045090,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,3
23045100,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,37
23045110,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,12
23045120,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,4
23045130,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,1
23045140,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,32
23045150,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,20
23045160,Campo Grande,-22.909046,-43.559383,cep_exato,9.18,9,79
23045170,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,21
23045180,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,17
23045185,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,3
23045190,Campo Grande,-22.916866,-43.559949,cep_exato,9.19,9,77
23045200,Campo Grande,-22.910373,-43.551669,cep_exato,9.18,9,25
23045220,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,9
23045230,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,16
23045240,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,21
23045250,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,12
23045260,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,12
23045280,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,10
23045290,Campo Grande,-22.917492,-43.558356,cep_exato,9.19,9,9
23045300,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,12
23045310,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,54
23045320,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,15
23045330,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,3
23045340,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,5
23045350,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,10
23045370,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,3
23045375,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,91
23045380,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,6
23045390,Campo Grande,-22.919740,-43.557590,cep_exato,9.19,9,27
23045400,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,13
23045420,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,95
23045422,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,3
23045426,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,40
23045435,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,18
23045440,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,39
23045450,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,111
23045460,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,113
23045470,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,15
23045471,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,2
23045472,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,8
23045480,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,3
23045490,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,12
23045500,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,8
23045510,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,10
23045515,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,13
23045540,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,35
23045550,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,5
23045560,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,18
23045580,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,9
23045590,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,18
23045600,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,9
23045610,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,29
23045620,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,2
23045640,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,12
23045650,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,7
23045660,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,1
23045690,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,5
23045700,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,8
23045706,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,17
23045730,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,67
23045740,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,25
23045750,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,11
23045760,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,1
23045770,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,14
23045775,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,10
23045780,Campo Grande,-22.929639,-43.566393,cep_exato,9.19,9,33
23045795,Campo Grande,-22.925136,-43.566233,cep_exato,9.19,9,50
23045800,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,22
23045805,Campo Grande,-22.925293,-43.566649,cep_exato,9.19,9,506
23045810,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,18
23045820,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,63
23045825,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,19
23045830,Campo Grande,-22.918850,-43.560308,prefixo5,9.19,9,95
23046640,Campo Grande,-22.930233,-43.558059,prefixo5,9.20,9,1
23047000,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,21
23047020,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,18
23047030,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,9
23047040,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,10
23047060,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,2
23047070,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,26
23047080,Campo Grande,-22.923075,-43.560308,cep_exato,9.19,9,3
23047090,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,10
23047100,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,1
23047110,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,3
23047120,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,19
23047130,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,2
23047140,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,7
23047150,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,7
23047160,Campo Grande,-22.927414,-43.556344,cep_exato,9.20,9,481
23047167,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,1
23047180,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,18
23047190,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,19
23047230,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,18
23047240,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,12
23047250,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,12
23047255,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,32
23047260,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,4
23047270,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,2
23047275,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,4
23047280,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,14
23047320,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,10
23047330,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,16
23047340,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,9
23047360,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,18
23047370,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,13
23047390,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,34
23047400,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,1
23047410,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,4
23047420,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,3
23047430,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,2
23047435,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,50
23047460,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,6
23047465,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,10
23047470,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,5
23047480,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,11
23047500,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,17
23047510,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,10
23047520,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,12
23047530,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,25
23047540,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,21
23047545,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,20
23047550,Campo Grande,-22.933450,-43.563840,cep_exato,9.20,9,119
23047560,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,27
23047570,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,18
23047580,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,10
23047600,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,62
23047610,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,11
23047615,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,7
23047630,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,16
23047640,Campo Grande,-22.927980,-43.560164,prefixo5,9.20,9,8
23048545,Santa Cruz,-22.914878,-43.581791,prefixo3,9.21,9,1
23048709,Campo Grande,-22.914878,-43.581791,prefixo3,9.21,9,1
23050000,Campo Grande,-22.908710,-43.569176,prefixo5,9.19,9,7
23050010,Campo Grande,-22.908710,-43.569176,prefixo5,9.19,9,19
23050020,Campo Grande,-22.908710,-43.569176,prefixo5,9.19,9,13
23050030,Campo Grande,-22.908710,-43.569176,prefixo5,9.19,9,4
23050040,Campo Grande,-22.908710,-43.569176,prefixo5,9.19,9,4
23050060,Cosmos,-22.908710,-43.569176,prefixo5,9.19,9,1
23050080,Campo Grande,-22.908710,-43.569176,prefixo5,9.19,9,5
